company,date,IQ_TOTAL_REV_target,IQ_TOTAL_REV_OLS
IQ168416,2018-09-30,1.245157,4.116084651338187
IQ168505,2018-03-31,2.1593949999999995,5.009661017735614
IQ170167460,2016-12-31,2.3383250000000007,9.119370154036194
IQ170228427,2013-12-31,32.439,35.02093920153835
IQ171029664,2014-12-31,0.8004860000000001,3.9389459073429247
IQ1716658,2018-06-30,91.917114,53.192002234574055
IQ1789203,2015-06-30,14.479500000000002,10.664957085966297
IQ182486692,2016-03-31,3.061533999999999,5.766254521250455
IQ1856089,2013-09-30,66.084,63.09239237558124
IQ185801,2015-03-31,4231.5415,4271.7617247918815
IQ1882829,2013-09-30,0.5765080000000002,3.4923227886901187
IQ201049094,2017-09-30,0.39399400000000034,3.241173714374246
IQ20375459,2013-03-31,2.6886530000000004,5.846930226617411
IQ20385945,2017-12-31,1.4661410000000001,3.9994242316163393
IQ20459861,2016-12-31,188.73448,247.90034907331062
IQ206348759,2018-06-30,30.67258,26.940256380874867
IQ206649213,2014-06-30,0.43096300000000015,2.9772446072964702
IQ208304,2013-12-31,1.4764999999999997,5.026177564197411
IQ20946994,2013-12-31,74.5984,72.22628912954707
IQ20950715,2018-06-30,0.6318650000000003,3.768032934692041
IQ20951204,2013-03-31,9.296007000000001,8.973616151908509
IQ20990248,2017-03-31,0.35020000000000023,3.2306851506114738
IQ20994927,2018-06-30,1.0210739999999994,3.850898745136774
IQ214382121,2018-09-30,3.455913,6.153048522784674
IQ217021098,2016-09-30,0.45399299999999976,3.31482311594473
IQ217248438,2013-09-30,28.431167999999996,32.85955581610303
IQ21770633,2014-09-30,3.3195089999999996,5.605769310709318
IQ21811775,2014-09-30,20.641540000000003,22.646405380742575
IQ22255,2016-12-31,121.16426999999999,119.71767775317369
IQ22309440,2017-09-30,12.466217,3.6374165459497356
IQ223956325,2016-12-31,1.5403379999999993,4.221708477319993
IQ224178960,2018-06-30,0.5880779999999997,3.421277034823176
IQ224237737,2015-09-30,0.001105000000000182,2.820678862996353
IQ22430517,2017-09-30,5.3635,8.392374560485557
IQ224927927,2015-03-31,12.209999999999999,13.132151232707894
IQ225499635,2015-06-30,-0.17039900000000002,3.74675531614458
IQ22580571,2012-12-31,0.608175,3.445757223243968
IQ225840112,2016-06-30,0.4962939999999998,3.408532105060806
IQ22686581,2018-09-30,0.3290070000000002,3.1088755494771805
IQ228238262,2013-12-31,1.0718419999999995,4.381065477596855
IQ22846192,2018-09-30,1.6107230000000003,4.479081995058482
IQ23049465,2014-09-30,240.93957999999998,241.04887754089137
IQ23109814,2013-03-31,45.044235,48.73635744351522
IQ232036063,2018-09-28,1080.6393,644.6912380983262
IQ232510539,2016-03-31,0.9153310000000006,3.6997718629955503
IQ23335210,2013-06-30,8.807653,11.123767445482764
IQ235063288,2016-09-30,0.48178000000000026,3.386162962481465
IQ23568713,2016-07-31,0.6309999999999998,3.4020630741086384
IQ236761857,2014-06-30,1.6539999999999997,4.120010314189615
IQ237818696,2013-09-30,81.29355,104.0470783559342
IQ23782495,2018-09-30,2.182333000000001,5.104538593118956
IQ240458301,2015-03-31,68.18162,75.16682750730746
IQ241402768,2017-12-31,2.814606,6.43812301491661
IQ24225165,2013-09-30,30.7365,32.90307305105983
IQ24366522,2013-12-31,5.507223000000001,9.444839623570054
IQ24389756,2015-09-30,4.3499300000000005,7.0753460449936805
IQ24572,2014-06-30,98.62706999999999,94.03985063446879
IQ24657663,2015-12-31,0.32631299999999974,3.1419224905286414
IQ24677080,2015-03-31,0.48237,3.319171953320551
IQ2480879,2016-06-30,2.3034720000000006,5.9325588619918
IQ24914773,2017-06-30,14.0,12.361022715583886
IQ24929296,2017-06-30,5.0458609999999995,8.100542237536247
IQ24932555,2018-09-30,10.318842,11.984920594432323
IQ250713683,2018-06-30,170.81859,177.56037359521278
IQ2508428,2017-03-31,243.52275,271.9700019855326
IQ25265866,2015-09-30,1.0531449999999996,3.808662841708821
